TckrSymb;FinInstrmNm;OpnPric;HghPric;LwPric;ClsPric;LastPric;TtlTradgVol;TtlTrfVal
AJAXENGG;AJAX Engineering Limited;608.55;669.85;608.55;661.8;669.85;27202;17820505
HEXT;Hexaware Technologies Limited;658.75;707;658.75;700.55;699.55;21416;14834117
UNIONGOLD;UNION MUTUAL FUND;95.86;95.86;95.86;95.86;95.86;1;95
BAJAJINDEF;Indef Manufacturing Limited;219.9;219.9;202.05;210.05;210.05;4808;1006308
SHANMUGA;SHANMUGA HOSPITAL LIMITED;34.11;36;34.11;35.58;35.1;16000;566300
QPOWER;QUALITY POWER ELECTRICAL EQUIP;339.05;357.6;331;343.85;343.15;62729;21655487
SWASTH;Swasth Foodtech India Limited;28.01;28.01;28.01;28.01;28.01;1200;33612
BEEZAASAN;Beezaasan Explotech Limited;216.75;216.75;216;216;216;8000;1730400
VIKRAMAR;VIKRAM AROMA LIMITED;131.8;131.8;120.05;122.55;124.15;1430;174703
SHREENATH;SHREENATH PAPER PRODUCTS LIMIT;14.87;15.5;14.87;15.45;15.4;39000;587250
SELECTIPO;Mirae Asset Mutual Fund;43.03;43.17;42.91;43.17;43.17;163;7017
EQUAL200;Mirae Asset Mutual Fund;12;12.23;11.93;12.22;12.23;36913;442467
PRABHA;Prabha Energy Limited;165.95;179;162.9;174.2;177.75;3246;540332
SUPERIRON;Super Iron Foundry Limited;30.95;31.2;30.87;31;31;26400;818688
AXISVALUE;Axis Mutual Fund;26.53;26.67;26.53;26.63;26.63;213;5677
SILVERCASE;Zerodha Mutual Fund;9.85;10;9.66;9.9;9.9;113066;1112605
SBIBPB;SBI Mutual Fund;35.8;36.16;35.59;35.93;35.93;204;7325
SPECTRUM;Spectrum Electrical Industries;1604.15;1615;1555.05;1615;1615;217;345199
DESCO;Desco Infratech Limited;240;256;235;245.3;244;104000;25513150
IDENTIXWEB;Identixweb Limited;69;74.95;69;71.33;70.75;50000;3594480
SILVER360;360 ONE Mutual Fund;96;96;96;96;96;25;2400
SPINAROO;SPINAROO COMMERCIAL LIMITED;74;74;68.62;69.81;70.9;36000;2539060
INFONATIVE;INFONATIVE SOLUTIONS LIMITED;32.38;33.28;32.25;32.7;32.7;25600;832672
EVIETF;ICICI Prudential Mutual Fund;27.46;27.46;27.38;27.4;27.4;28;768
NPST;Network People Services Techno;1950;1958.9;1905.2;1950.6;1942;1795;3473673
ATHERENERG;Ather Energy Limited;293.7;308.9;293.7;299.7;299.7;271573;81487844
KENRIK;Kenrik Industries Limited;25.01;26.26;25.01;26.26;26.26;642000;16767240
SENSEXIETF;ICICI Prudential BSE Sensex ET;902.05;906.65;894.35;899.08;899.9;3184;2873438
FELDVR;Future Enterprises Limited;3.81;3.81;3.62;3.81;3.81;86;323
JISLDVREQS;JAIN IRRIGATION SYSTEMS LTD.;28;29.45;25.51;27.09;27.09;1724;47051
GATECHDVR;GACM Technologies Limited - DV;0.83;0.83;0.79;0.81;0.81;113825;91931
KARURVYSYA;KARUR VYSYA BANK LTD.;200.2;211.4;200.2;208.95;209.65;64818;13427810
VEEDOL;VEEDOL CORPORATION LIMITED;1467;1508.95;1452.1;1501.15;1497;870;1281308
AMRUTANJAN;AMRUTANJAN HEALTH CARE LTD.;681.5;699.45;680.7;692.6;690.9;580;398896
XPROINDIA;XPRO INDIA LTD.;955.05;1009.2;955.05;987.15;985;2496;2470180
HISARMETAL;HISAR METAL INDUSTRIES LTD.;187;187;179.7;182.45;182.4;998;181579
BHARATRAS;BHARAT RASAYAN LTD.;8811;9217.1;8811;8999.95;9048;344;3114826
FACT;FERTILIZERS & CHEMICALS TRAVAN;769.75;786.45;763.2;782.25;785.6;18228;14153973
GINNIFILA;GINNI FILAMENTS LTD.;28.35;30.5;27.16;27.7;27.7;143291;4121966
SPIC;SOUTHERN PETROCHEMICALS LTD.;75.56;76.21;72.55;73.54;73.65;80715;5954528
DENORA;DE NORA INDIA LTD.;707.2;741.7;707.2;740.65;741.7;520;375677
KAVVERITEL;KAVVERI TELECOM PRODUCTS LTD.;43;43;41.91;41.91;41.91;4904;206534
SAKSOFT;SAKSOFT LTD.;147.45;150.05;144.5;149.45;149.4;9434;1385387
EQUIPPP;EQUIPPP SOCIAL IMPACT TECHNOLO;20.11;21.94;20.11;21.61;21.48;21023;453179
ANDHRSUGAR;ANDHRA SUGARS LTD.;69;70.3;68.51;69.49;69.18;1360;94901
IMPAL;INDIA MOTOR PARTS & ACCESSORIE;970;987.1;965;973;973;422;409673
KCP;K.C.P.LTD.;182.15;193.3;182.15;192.1;193.15;21645;4093514
KHAITANLTD;KHAITAN (INDIA) LTD.;81;85;80;83;83;391;32875
RADAAN;RADAAN MEDIAWORKS (I) LTD.;3.53;3.53;3.46;3.46;3.46;1772;6156
SUNDARMFIN;SUNDARAM FINANCE LTD.;4826.75;5093;4798.85;5006.1;4986.85;3327;16302484
SUNDRMBRAK;SUNDARAM BRAKE LININGS LTD.;713.5;721.5;711.5;713;713;1108;794201
WHEELS;WHEELS INDIA LTD.;683.9;683.9;635.55;645.45;648;214;136884
LAMBODHARA;LAMBODHARA TEXTILES LTD.;123;132.75;123;130.1;130;2288;294072
MAITHANALL;MAITHAN ALLOYS LTD.;916.25;926.45;900;920.95;923.8;2916;2665638
ORISSAMINE;ORISSA MINERALS DEVELOPMENT CO;4901;5008.5;4848.5;4983.1;5008.5;469;2308602
GOLDBEES;NIPPON INDIA ETF GOLD BEES;80.84;81.14;80.01;80.81;80.81;2397342;193412772
LIQUIDBEES;NIPPON INDIA ETF LIQUID BEES;1000;1000.01;999.99;1000;1000.01;330191;330190106
GOLD1;KOTAK MAHINDRA MUTUAL FUND - K;80.96;81.54;80.49;81.4;81.4;116078;9410964
SETFGOLD;SBI MUTUAL FUND - SBI GOLD EXC;82.52;83.59;82.52;83.45;83.54;30688;2549160
QGOLDHALF;QUANTUM GOLD FUND - EXCHANGE T;80.15;80.8;80.07;80.56;80.56;3811;306916
GOLDSHARE;UTI MUTUAL FUND - UTI GOLD EXC;81;82.05;81;81.75;81.53;22272;1816232
NIFTYBEES;NIPPON INDIA ETF NIFTY BEES;269.07;270.1;265.04;268.54;268.6;350963;94281394
JUNIORBEES;NIPPON INDIA ETF JUNIOR BEES;652.7;673.73;652.7;670.31;673.27;91354;60828731
BANKBEES;NIPPON INDIA ETF BANK BEES;550.02;553.99;547.87;549.42;549.42;27419;15088807
PSUBANK;KOTAK MAHINDRA MUTUAL FUND - K;610.33;626.73;600.55;622.17;624;3469;2146609
PSUBNKBEES;NIPPON INDIA ETF PSU BANK BEES;68.22;69.67;66.95;69.47;69.61;386118;26602325
SHARIABEES;NIPPON INDIA ETF SHARIAH BEES;491.9;494.38;488;491.47;494.38;930;456563
QNIFTY;Quantum Nifty 50 ETF;2602;2604;2602;2604;2604;20;52060
HNGSNGBEES;NIPPON INDIA ETF HANG SENG BEE;378.38;378.38;370;375.73;375.89;29537;11018860
MOM50;MOTILAL OSWAL MUTUAL FUND;246.9;247.41;246.68;246.7;246.7;276;68089
MADRASFERT;Madras Fertilizer Limited;81.23;81.43;79.78;81.19;81.43;9123;736804
BANKNIFTY1;Kotak Mahindra Mutual Fund - P;552;552.56;549.66;551.13;551.13;365;201143
SETFNIFBK;SBI Mutual Fund-Permitted;544.86;547.78;544.08;544.97;545.9;1554;847027
SETFNIF50;SBI Mutual Fund-Permitted;253.09;255.24;251.38;253.69;254.3;115783;29419988
ANVRDH-RE;ANNVRRIDHHI VENTURES LIMITED;0.11;0.13;0.1;0.11;0.13;829359;93770
GARMNT-RE;GARMENT MANTRA LIFESTYLE LIMIT;0.06;0.06;0.06;0.06;0.06;1426297;85577
OIVL-RE;ONESOURCE INDUSTRIES AND VENTU;0.05;0.05;0.05;0.05;0.05;465174;23258
REMLIF-RE;REMEDIUM LIFECARE LIMITED;0.11;0.13;0.11;0.11;0.11;8676221;981140
GATECH-RE1;GACM Technologies Limited;0.05;0.05;0.05;0.05;0.05;8555573;427778
GATDVR-RE;GACM Technologies Limited;0.05;0.05;0.05;0.05;0.05;1599840;79992
MAXIND-RE;Max India Limited;16.21;21;16.21;19.39;19.39;7205;127584
SGBJUL25;SOVEREIGN GOLD BOND 2017 SERIE;9499;9499;9499;9499;9499;2;18998
SGBOCT25IV;SOVEREIGN GOLD BOND 2017 SERIE;9437.47;9437.47;9437.47;9437.47;9437.47;1;9437
SGBDEC25;SOVEREIGN GOLD BOND 2017 SERIE;9750;9750;9750;9750;9750;1;9750
SGBDEC25XI;SOVEREIGN GOLD BOND 2017 SERIE;9600;9600;9600;9600;9600;1;9600
SGBDEC2513;SOVEREIGN GOLD BOND 2017 SERIE;9400;9400;9310.95;9310.95;9310.95;2;18710
SGBOCT26;SOVEREIGN GOLD BOND 2019 SERIE;9519;9519;9519;9519;9519;5;47595
SGBAUG27;SOVEREIGN GOLD BOND 2019-20 SE;9527.5;9527.5;9440;9448.33;9440;17;160867
SGBSEP27;Sovereign Gold Bonds 2019-20 S;9335;9335;9335;9335;9335;10;93350
SGBAPR28I;Sovereign Gold Bonds 2020-21 S;9362;9500;9362;9499.87;9500;81;767023
SGBMAY28;Sovereign Gold Bonds 2020-21 S;9450;9450;9450;9450;9450;5;47250
SGBJUN28;Sovereign Gold Bonds 2020-21 S;9381;9452;9381;9452;9452;11;103262
SGBJUL28IV;Sovereign Gold Bond 2020-21 IV;9439;9549.99;9439;9549.99;9549.99;3;28538
SGBAUG28V;Sovereign Gold Bonds 2020-21 V;9390;9399.84;9390;9397.89;9397.89;8;75185
SGBSEP28VI;Sovereign Gold Bonds 2020-21 S;9316;9400;9300.02;9350;9350;18;167942
SGBJAN29IX;SGB 2020-21 Series IX;9350;9350;9300;9300;9300;7;65400
SGBFEB29XI;SGB 2020-21 SERIES XI;9394.99;9394.99;9394.99;9394.99;9394.99;1;9394
SGBMR29XII;SGB 2020-21 Series XII;9230;9300;9230;9300;9300;48;446280
SGBMAY29I;SGB 2021-22 Series I;9300;9340;9220;9340;9340;14;130307
SGBJUN29II;SGB 2021-22 Series II;9255;9255;9255;9255;9255;3;27765
SGBJU29III;Sovereign Gold Bonds 2021-22;9303;9303;9303;9303;9303;1;9303
SGBJUL29IV;Sovereign Gold Bond Series IV;9322;9322;9322;9322;9322;9;83898
SGBAUG29V;Sovereign Gold Bonds 2021-22 S;9315;9450;9315;9445;9445;34;320839
SGBSEP29VI;Sovereign Gold Bonds 2021-22 S;9300;9300;9272;9273;9273;35;324805
SGBNV29VII;Sovereign Gold Bonds 2021-22 S;9242.1;9242.1;9242;9242;9242;5;46210
699GS2051;699GOI2051;102.2;102.2;102.2;102.2;102.2;1;102
SGBD29VIII;Sovereign Gold Bonds 2021-22 S;9380;9380;9330;9380;9380;43;402939
SGBJAN30IX;Soveriegn Gold Bonds 2021-22 S;9319;9333;9319;9333;9333;106;989284
SGBMAR30X;Sovereign Gold Bonds 2021-22 S;9350;9350;9350;9350;9350;20;187000
754GS2036;754GOI2036;112.55;113;112.35;113;113;2201;247822
SGBAUG30;Sovereign Gold Bonds 2022-23 S;9350.11;9350.11;9350.11;9350.11;9350.11;4;37400
74GS2062;74GOI2062;112.95;112.95;111;112.35;112.35;156;17560
GS19SEP2058;GS19SEP2058;30.48;30.48;30.48;30.48;30.48;3;91
SGBDE30III;Soverign Gold Bond 2022-23 Sr;9250;9400;9250;9352;9352;179;1680182
SGBJUN31I;Sovereign Gold Bonds 2023-24 S;9330;9425;9324;9375.61;9399.9;148;1383120
SGBSEP31II;Sovereign Gold Bonds 2023-24 S;9315;9375;9315;9375;9375;56;524008
SGBDE31III;Sovereign Gold Bonds 2023-24 S;9300;9439;9300;9433.73;9435;310;2916170
SGBFEB32IV;Sovereign Gold Bonds 2023-24 S;9524.67;9649.93;9524.67;9622.59;9621;408;3920517
734GS2064;734GOI2064;104;104;104;104;104;1;104
709GOI54;709GOI54;101.85;101.85;101.85;101.85;101.85;1;101
723GS2039;723GS2039;107.9;107.9;107.9;107.9;107.9;400;43160
364TB261225;364TB261225;93;93;93;93;93;100;9300
91TB150525;91TB150525;99.75;99.75;99.75;99.75;99.75;100;9975
182T101025;182T101025;97.2;97.2;97.2;97.2;97.2;200;19440
182T161025;182T161025;98;98;98;98;98;1;98
364TB23426;364TB23426;94;94;94;94;94;4000;376000
91TB010825;91TB010825;98.11;98.5;98;98.5;98.5;600;58893
77MH33A;77MAHSDL33;101.1;101.1;101.1;101.1;101.1;100;10110
766GJ30A;766GJSDL30;102.74;102.74;102.74;102.74;102.74;700;71918
AIRTELPP;Bharti Airtel  Ltd.;1387.05;1394.45;1352.4;1394;1394.45;729;997937
YARNPP;Yarn Syndicate Ltd.;5.19;5.19;5.19;5.19;5.19;514677;2671173
UPLPP;UPL Limited;433.2;459;432;454.25;459;1630;731039
CALSOFTPP;California Software Co. Ltd.;3.61;3.8;3.61;3.73;3.8;35007;130401
SNLFPP;Shri Niwas Leasing and Finance;7.19;7.19;6.51;7.17;7.17;5904;40918
736PFCL25;PFC-7.36%-1B-17-10-25-BOND;1035.41;1035.41;1035.41;1035.41;1035.41;14;14495
732IRFC25;IRFC-7.32%-21-12-25-TAXFREENCD;1046.25;1046.25;1046.25;1046.25;1046.25;5;5231
76NHAI31;NHAI-7.6%-11-1-31-TAXFREENCD;1128;1128;1122;1128;1128;250;280900
764HUDCO31;HUDCO-7.64%-8-2-31-TAXFREENCD;1120;1120;1120;1120;1120;100;112000
729HUDCO26;HUDCO-7.29%-15-3-26-TAXFREENCD;1035.15;1035.15;1035.15;1035.15;1035.15;10;10351
769HUDCO31;HUDCO-7.69%-15-3-31-TAXFREENCD;1136;1136.45;1136;1136.4;1136.4;1314;1492874
729NABAR26;NABARD-7.29%-23-3-26-NCDS;1059;1059;1006.01;1025.01;1025.01;58;58602
764NABAR31;NABARD-7.64%-23-3-31-NCDS;1111;1111;1107;1109.75;1109.75;268;296861
9MMFSL26;MMFSL-9%-6-6-26-NCD;1091.55;1091.55;1087;1087;1087;50;54363
957NIDO26;NIDO-9.57%-19-7-26-NCD;1014;1014;1014;1014;1014;25;25350
888ERFL28;ERFL-8.88%-22-3-28-NCD;935.3;950;935.2;941;941;1216;1140555
925ERFL28;ERFL-9.25%-22-3-28-NCD;950.01;950.01;950;950.01;950;50;47500
975JMFCS28;JMFCSL-9.75%-7-6-28-NCD;1094;1094;1094;1094;1094;50;54700
934JMFCS28;JMFCSL-9.34%-7-6-28-NCD;1010;1010;1010;1010;1010;5;5050
96SFIL24A;SFIL-8.84%-25-9-28-NCD;1049;1049;1049;1049;1049;50;52450
92SFIL28;SFIL-9.20%-25-9-28-NCD;941;941;941;941;941;50;47050
935AHFL28;AHFL-9.35%-29-9-28-NCD;1020;1020;1020;1020;1020;25;25500
1015ECL29;EFL-10.15%-4-1-29-NCD;993;993;993;993;993;1;993
1060ECL29;EFL-10.60%-4-1-29-NCD;1008;1008;1008;1008;1008;245;246960
93MMFSL27;MMFSL-9.3%-18-1-27-NCD;1031.23;1033.99;1031.23;1033.99;1033.99;301;310405
95MMFSL29;MMFSL-9.5%-18-1-29-NCD;1053;1053;1052.99;1053;1053;200;210599
905LTF27;LTF-9.05%-15-4-27-NCD;1020.05;1020.05;1020.05;1020.05;1020.05;9;9180
995ECL29A;EFL-9.95%-23-5-29-NCD;973.95;973.95;965;967;967;137;132450
865TCAPS27;TCAP-8.65%-26-8-27-NCD;1090;1090;1090;1090;1090;200;218000
104ECL29;ECL-10.4%-28-11-29-NCD;985;995.6;985;992.33;992.33;200;197798
84TCHF28;TCHF-8.4%-14-1-28-NCD;1045;1045;1045;1045;1045;400;418000
98NWFL30;NWFL-9.80%-5-2-30-NCD;994;994;994;994;994;205;203770
925MFL25;MFL-9.25%-17-7-25-NCD;991.3;991.3;991.3;991.3;991.3;5;4956
915MFL25;MFL-9.15%-29-10-25-NCD;998;998;997;998;998;110;109755
105MMFL25C;MMFL-10.5%-21-11-25-NCD;1001;1001;1001;1001;1001;4;4004
939EFSL26;EFSL-9.39%-8-1-26-NCD;994.86;999;989;998;998;150;149304
EFSLZC26;EFSL-ZC-8-1-26-NCD;1450.21;1450.21;1450.21;1450.21;1450.21;1;1450
953EFSL31;EFSL-9.53%-8-1-31-NCD;930;930;930;930;930;90;83700
995EFSL31;EFSL-9.95%-8-1-31-NCD;934.5;960;934.5;936.2;936.2;52;49233
7PFCL31;PFCL-7%-22-1-31-NCD;1009.95;1010;1009.95;1010;1010;306;309055
683PFCL31;PFCL-6.83%-22-1-31-NCD;971;973;971;972;973;400;388700
715PFCL36;PFCL-7.15%-22-1-36-NCD;1020;1022;1020;1022;1022;100;102100
10IIFL28A;IFL-10%-24-6-28-NCD;963.2;963.2;963.2;963.2;963.2;50;48160
96IIFL28A;IFL-9.6%-24-6-28-NCD;963.95;963.95;959.3;959.3;959.3;78;75126
916EFSL26;EFSL-9.16%-29-4-26-NCD;984.8;984.8;982;984;984;55;54153
IIFLZC28C;IHFL-ZC-3-11-28-NCD;1356.73;1356.73;1356.73;1356.73;1356.73;50;67836
915EFSL26;EFSL-9.15%-10-9-26-NCD;978;978;978;978;978;210;205380
955EFSL26A;EFSL-9.55%-10-9-26-NCD;1034;1034;1034;1034;1034;70;72380
93EFSL31;EFSL-9.30%-10-9-31-NCD;950;950;950;950;950;2;1900
97EFSL31;EFSL-9.70%-10-9-31-NCD;967.2;967.2;967.2;967.2;967.2;50;48360
10MMFL27;MMFL-10%-15-3-27-NCD;989;989;989;989;989;50;49450
850SCL25A;SCL-9.35%-22-12-28-NCD;915;927.24;915;927.24;927.24;20;18422
12IML26;IML-12%-24-11-26-NCD;1000;1002;1000;1002;1002;490;490200
955EFSL26B;EFSL-9.55%-28-12-26-NCD;993.2;1000;993.2;1000;1000;330;329796
975MMFL26;MMFL-9.75%-2-1-26-NCD;1001;1001;1001;1001;1001;25;25025
820IIFL27;IHFL-8.20%-3-1-27-NCD;975;975;975;975;975;5;4875
IIFLHFZC27;IHFL-ZC-3-1-27-NCD;1239;1239.35;1239;1239.35;1239.35;100;123917
9MFL30;MFL-9%-2-2-30-NCD;975;975;970;970;970;40;38900
MFLZC30;MFL-ZC-2-2-30-NCD;1280;1280;1280;1280;1280;2;2560
930NIDO32;NIDO-9.30%-29-4-32-NCD;912;912;902.25;902.25;902.25;92;83572
MFLII27B;MFL-II-5-5-27-NCD;977;977;977;977;977;2;1954
MFLI25;MFL-23-6-25-NCD;996;996;996;996;996;91;90636
MFLVI25;MFL-23-6-25-NCD;1224.5;1224.5;1219.85;1224;1224;146;178355
88NWIL25;NWIL-8.8%-15-07-25-NCD;995.55;995.55;995.55;995.55;995.55;609;606289
915NWIL25;NWIL-9.15%-15-7-25-NCD;1069.99;1069.99;1069.99;1069.99;1069.99;186;199018
916NWIL27;NWIL-9.16%-15-7-27-NCD;961.6;990;942.46;990;990;225;215860
953NWIL32;NWIL-9.53%-15-7-32-NCD;999;1003.88;995;1003.87;1003.88;615;615173
KFL25A;KFL-10-8-25-NCD;1200.2;1200.2;1170;1170;1170;250;292862
1050UCL25;UCL-10.50%-26-9-25-NCD;995;995;995;995;995;218;216910
EFSL25;EFSL-20-10-25-NCD;1223.2;1223.2;1223.2;1223.2;1223.2;48;58713
975EFSL27;EFSL-9.75%-20-10-27-NCD;1011.5;1011.5;1011.5;1011.5;1011.5;30;30345
79NHIT35;NHIT-25-10-35-INVIT;306.55;307.25;306.55;307.25;307.25;585;179356
79NHIT40;NHIT-25-10-40-INVIT;306.32;310.5;306.32;310.3;310.5;262;81174
79NHIT47;NHIT-7.9%-25-10-47-INVIT;410.1;410.1;410.1;410.1;410.1;50;20505
750MFL27;MFL-7.50%-23-12-27-NCD;975.79;975.79;975.79;975.79;975.79;1;975
MFLZC25;MFL-ZC-23-12-25-NCD;1185.8;1185.8;1185.8;1185.8;1185.8;51;60475
920EFSL26B;EFSL-9.20%-20-1-26-NCD;976.33;976.33;976.33;976.33;976.33;10;9763
967EFSL28D;EFSL-9.67%-20-1-28-NCD;973.99;973.99;961;961;961;352;338401
1010EFS28A;EFSL-10.10%-20-1-28-NCD;970.5;970.5;970.5;970.5;970.5;17;16498
10EFSL33B;EFSL-10%-20-1-33-NCD;945.05;945.05;944.01;944.01;944.01;300;283234
875IIFL26A;IIFL-8.75%-24-1-26-NCD;1006;1006;1006;1006;1006;21;21126
MFL26C;MFL-2-4-26-NCD;1171;1171;1171;1171;1171;150;175650
775MFL26;MFL-7.75%-10-4-26-NCD;995;995;995;995;995;10;9950
785MFL28;MFL-7.85%-10-4-28-NCD;967;977.55;967;977.55;977.55;1539;1493899
8MFL26;MFL-8%-10-4-26-NCD;995;995;988.2;988.2;988.2;50;49520
MFL23A;MFL-10-4-28-NCD;1139.2;1157.8;1135;1157.8;1157.8;480;549660
957SFIL28;SAFIL-25-4-26-NCD;1200;1200;1200;1200;1200;100;120000
920EFSL26;EFSL-9.20%-27-4-26-NCD;972.2;1004;972.2;1004;1004;402;396778
10EFSL33;EFSL-10%-27-4-33-NCD;950;950;950;950;950;20;19000
MFL26;MFL-3-6-26-NCD;1140.2;1158.8;1140.2;1157.8;1157.8;600;690601
9IIFL28;IIFL-9%-28-6-28-NCD;1025;1025;1025;1025;1025;490;502250
1050NFL26;NFL-10.50%-18-7-26-NCD;1025;1025;1025;1025;1025;16;16400
1102NFL26;NFL-11.02%-18-7-26-NCD;1070;1073.58;1070;1073.58;1073.58;20;21435
EFSL25B;EFSL-21-7-25-NCD;1157;1157;1157;1157;1157;10;11570
10EFS33;EFSL-10%-21-7-33-NCD;949.9;949.9;949.9;949.9;949.9;100;94990
750PFCL26;PFC-750%-1-8-26-NCD;1058.2;1058.2;1058.2;1058.2;1058.2;100;105820
753PFCL33;PFC-7.53%-1-8-33-NCD;1049.8;1050;1049.8;1050;1050;105;110237
965VCL25;VCL-9.65%-06-09-25-NCD;299;299;299;299;299;5;1495
1003VCL25;VCL-10.03%-06-09-25-NCD;990;998;990;997;997;17;16913
1050VCL25;VCL-10.50%-06-09-25-NCD;1060;1061.99;1060;1061.99;1061.99;237;251455
MFL25B;MFL-20-9-25-NCD;1126.2;1126.2;1126.2;1126.2;1126.2;40;45048
MFL31;MFL-20-9-31-NCD;1001.02;1001.02;1001.02;1001.02;1001.02;1;1001
10SCL30A;SCL-9.71%-26-9-28-NCD;880;889;880;889;889;12;10614
775MFLTD25;MFLTD-7.75%-4-10-25-NCD;1039.8;1039.8;1039.8;1039.8;1039.8;9;9358
MFL28A;MFL-4-10-28-NCD;1150;1150;1130;1130;1130;279;319070
81ABCL33;ABCL-8.10%-9-10-33-NCD;1040;1040;1040;1040;1040;50;52000
895EFSL25A;EFSL-8.95%-26-10-25-NCD;1037.8;1037.8;1037.8;1037.8;1037.8;18;18680
EFSLZC25A;EFSL-ZC-26-10-25-NCD;1110.2;1110.2;1110.2;1110.2;1110.2;10;11102
960EFSLA;EFSL-9.60%-26-10-26-NCD;1023;1025;1023;1025;1025;180;184434
967EFSL28A;EFSL-9.67%-26-10-28-NCD;966.8;973;966.8;972.26;973;150;145838
1010EFSL28;EFSL-10.10%-26-10-28-NCD;999;999;999;999;999;200;199800
865MF25;MFL-8.65%-1-11-25-NCD;994.8;994.8;994.8;994.8;994.8;14;13927
966IFSL25;IFSL-9.66%-10-11-25-NCD;999;999;999;999;999;25;24975
925FL27;KFL-9.25%-17-1-27-NCD;974;974;974;974;974;10;9740
10KFL28;KFL-10%-17-1-28-NCD;996;996;996;996;996;535;532860
EFSL26D;EFSL-29-1-26-NCD;1080.2;1080.2;1080.2;1080.2;1080.2;18;19443
920EFSL27;EFSL-9.20%-29-1-27-NCD;970;970;970;970;970;158;153260
960EFSL27;ESFL-9.60%-29-1-27-NCD;1015;1015;1015;1015;1015;100;101500
10EFSL34;EFSL-10%-29-1-34-NCD;917.1;949;917.1;949;949;31;28691
825MFL27;MFL-8.25%-25-1-27-NCD;1001.9;1001.9;1001.85;1001.9;1001.9;570;571058
825MFL2026;MFL-8.25%-25-1-26-NCD;1012.87;1012.87;1011.15;1011.15;1011.15;7;7086
850MFL27A;MFL-8.50%-25-1-27-NCD;1023.9;1023.9;1023.9;1023.9;1023.9;1460;1494894
MFL29;MFL-25-1-29-NCD;1119.9;1119.9;1119.9;1119.9;1119.9;45;50395
915MFL27;MFL-9.15%-31-1-27-NCD;989.92;989.92;989.92;989.92;989.92;200;197984
1150IML29;IML-11.50%-15-2-29-NCD;1005;1005;1005;1005;1005;50;50250
1025UCL25;UCL-10.25%-27-8-25-NCD;995;995;995;995;995;12;11940
95NIDO26;NHFL-9.5%-1-3-26-NCD;1001.8;1001.8;1001.8;1001.8;1001.8;108;108194
1065NFL27;NFL-10.65%-13-3-27-NCD;1002;1002;1002;1002;1002;10;10020
990SCL27;SCL-9.90%-26-3-27-NCDDDDD;975;975;975;975;975;50;48750
9EFSL26;EFSL-9%-29-4-26-NCD;995;995;995;995;995;350;348250
1010EFS29A;EFSL-10.10%-29-4-29-NCD;950;950;950;950;950;1;950
0MOFSL26;MOFSL-ZC-9-5-26-NCD;1079;1079;1079;1079;1079;100;107900
0MOFSL27;MOFSL-ZC-9-5-27-NCD;1060;1060;1060;1060;1060;320;339200
897MOFSL29;MOFSL-8.97%-9-5-29-NCD;1010;1010;1010;1010;1010;80;80800
965SCL26A;SCL-9.65%-31-5-26-NCD;1053;1065.33;1053;1065.33;1065.33;20;21183
96ONE29;360ONEPL-9.6%-12-6-29-NCD;1045;1074;1045;1074;1074;70;74165
960IIFLS26;IIFLSFL-9.60%-21-6-26-NCD;1051.2;1061.38;1051.2;1061.38;1061.38;68;71580
KFL070824;KFL-6-2-26-NCD;1022.2;1022.2;1022.2;1022.2;1022.2;600;613320
104SMCGS29;SMCGSL-10.40%-07-08-29-NCD;1050;1050;1050;1050;1050;600;630000
KAFL080824;KAFL-6-12-25-NCD;1050;1050;1050;1050;1050;1;1050
12CCI29;CCIL-12%-13-8-29-NCD;1000;1000;1000;1000;1000;50;50000
925AEL26;AEL-9.25%-12-9-26-NCD;1055.84;1055.84;1055.84;1055.84;1055.84;5;5279
932AEL27;AEL-9.32%-12-9-27-NCD;1005.05;1014.9;1005.05;1014.9;1014.9;221;223288
956AEL29;AEL-9.56%-12-9-29-NCD;1045;1045;1045;1045;1045;50;52250
99AEL29;AEL-9.90%-12-9-29-NCD;1089.8;1089.8;1087.1;1087.1;1087.1;125;136157
9MFCL26;MFCL-9%-16-9-26-NCD;975;995;975;995;995;11;10745
965MFCL30;MFCL-9.65%-16-9-30-NCD;1015;1015;1015;1015;1015;1;1015
940MFCL26;MFCL-9.40%-16-9-26-NCD;1050;1054;1050;1054;1054;56;59000
MFCL16924A;MFCL-16-9-29-NCD;999;999;999;999;999;100;99900
1025UCL26A;UCL-10.25%-24-10-26-NCD;999.59;999.59;999.59;999.59;999.59;1;999
957EFSL27A;EFSL-9.57%-24-10-27-NCD;991;991;991;991;991;1;991
10EFSL27A;EFSL-10%-24-10-27-NCD;1011.8;1011.8;1011.8;1011.8;1011.8;37;37436
9MFCL2026;MFCL-9%-30-10-26-NCD;988.5;988.5;988.5;988.5;988.5;40;39540
IML8112024;IML-7-5-30-NCD;1000;1000;1000;1000;1000;30;30000
850MMFL26;MMFL-8.50%-12-2-26-NCD;987.8;987.8;987.8;987.8;987.8;81;80011
925KFL26B;KFL-9.25%-11-12-26-NCD;960.01;975;960.01;975;975;96;92700
9MFLIII27;MFLIII-9%-10-1-27-NCD;985.18;985.18;975;975;975;15;14709
925MFL28;MFLIII-9.25%-10-1-28-NCD;990;990;990;990;990;62;61380
MFL100125;MFLIII-10-1-27-NCD;980;980;980;980;980;100;98000
12CCIL30C;CCIL-12%-16-1-30-NCD;1000;1000;1000;1000;1000;5;5000
